alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity,quality
9.8,0.032,0.36,0.99214,6.9,13.0,3.07,1.4,0.5199999809265137,145.0,0.34,5
10.1,0.043,0.28,0.99338,7.3,19.0,3.38,1.5,0.5600000023841858,113.0,0.25,6
11.8,0.031,0.29,0.9918,7.9,33.0,3.06,5.3,0.3199999928474426,117.0,0.25,7
12.4,0.04,0.39,0.9925,7.3,45.0,3.3,5.2,0.4699999988079071,163.0,0.34,6
10.9,0.049,0.37,0.9924,7.2,23.0,3.16,1.6,0.47999998927116394,94.0,0.21,7
9.5,0.042,0.36,0.997,7.1,45.0,2.92,11.6,0.5899999737739563,124.0,0.2,7
12.8,0.029,0.48,0.9892,6.2,29.0,3.33,1.2,0.38999998569488525,75.0,0.66,8
11.2,0.036,0.27,0.99406,8.0,15.0,2.99,9.7,0.36000001430511475,85.0,0.25,6
10.8,0.035,0.49,0.9958,8.0,40.0,3.14,11.7,0.3400000035762787,131.0,0.29,5
9.3,0.047,0.32,0.9927,5.6,24.0,3.12,1.1,0.41999998688697815,152.0,0.245,6
10.8,0.036,0.3,0.991,6.1,42.0,3.34,1.2,0.5600000023841858,107.0,0.25,7
9.4,0.049,0.49,0.9959,6.6,62.0,3.17,7.8,0.44999998807907104,217.0,0.27,6
11.9,0.036,0.39,0.99,6.5,41.0,3.19,1.9,0.4300000071525574,98.0,0.23,7
10.1,0.076,0.27,0.99344,7.0,24.0,3.1,1.5,0.5199999809265137,145.0,0.3,5
11.1,0.048,0.35,0.99146,7.0,67.0,3.05,2.5,0.5600000023841858,161.0,0.36,6
10.4,0.036,0.27,0.9927,6.2,30.0,3.2,4.9,0.41999998688697815,134.0,0.33,7
8.9,0.058,0.24,0.9958,7.6,19.0,3.15,3.8,0.44999998807907104,115.0,0.27,5
9.0,0.06,0.2,0.9983,6.4,37.0,3.13,14.9,0.44999998807907104,162.0,0.34,4
9.6,0.05,0.26,0.99514,6.4,53.0,3.14,7.9,0.5,180.0,0.32,5
9.2,0.047,0.24,0.99604,6.4,41.0,3.11,7.2,0.6000000238418579,151.0,0.38,5
10.1,0.045,0.3,0.99249,8.6,16.0,2.95,0.9,0.38999998569488525,109.0,0.31,5
10.6,0.041,0.45,0.9927,7.5,67.0,3.01,4.6,0.3799999952316284,158.0,0.18,6
10.4,0.033,0.37,0.99726,7.6,52.0,3.18,13.1,0.7900000214576721,151.0,0.19,6
12.4,0.03,0.37,0.992,7.9,40.0,3.17,4.5,0.5400000214576721,114.0,0.41,7
8.9,0.045,0.5,0.9974,6.7,38.0,3.04,12.1,0.5299999713897705,127.0,0.3,6
10.5,0.047,0.28,0.99724,6.4,53.0,3.25,17.05,0.3499999940395355,139.0,0.18,6
9.1,0.047,0.51,0.9987,7.9,54.0,3.09,15.3,0.5099999904632568,171.0,0.345,5
12.8,0.033,0.74,0.991,7.8,33.0,3.29,1.8,0.5199999809265137,156.0,0.3,6
13.1,0.036,0.3,0.98922,6.1,30.0,3.31,3.0,0.4000000059604645,124.0,0.33,7
10.4,0.043,0.34,0.9974,9.2,49.0,3.04,10.5,0.4099999964237213,228.0,0.27,6
8.8,0.033,0.64,0.998,7.6,54.0,3.0,12.9,0.5299999713897705,170.0,0.23,5
9.3,0.051,0.37,0.99935,6.8,68.0,3.4,15.2,0.8500000238418579,178.0,0.22,6
10.4,0.043,0.12,0.9937,5.3,22.0,3.36,6.6,0.6000000238418579,141.0,0.32,6
9.9,0.046,0.25,0.99606,6.4,66.0,3.17,10.7,0.550000011920929,179.0,0.26,6
11.7,0.036,0.2,0.99088,7.8,25.0,3.03,1.4,0.46000000834465027,83.0,0.2,6
8.0,0.041,0.23,0.99688,4.2,64.0,3.42,5.1,0.4399999976158142,157.0,0.215,3
10.4,0.043,0.38,0.99706,7.5,70.5,3.15,12.7,0.8199999928474426,163.0,0.16,7
9.5,0.032,0.45,0.997,6.7,56.0,3.22,10.6,0.5899999737739563,212.0,0.3,6
11.2,0.032,0.37,0.99185,6.0,63.0,3.32,1.2,0.4399999976158142,148.0,0.14,5
11.2,0.033,0.25,0.99044,8.0,15.0,2.98,1.1,0.38999998569488525,86.0,0.13,8
9.8,0.052,0.49,0.9924,6.3,34.0,2.99,1.5,0.6100000143051147,134.0,0.26,6
10.1,0.024,0.31,0.993,8.5,13.0,2.79,1.0,0.3700000047683716,91.0,0.17,5
10.1,0.035,0.28,0.9952,8.2,41.0,3.04,8.5,0.3700000047683716,140.0,0.18,7
11.3,0.036,0.24,0.99186,6.3,43.0,3.24,5.1,0.4399999976158142,131.0,0.4,6
10.1,0.054,0.26,0.9966,7.2,41.0,3.38,7.1,0.550000011920929,224.0,0.16,5
10.4,0.037,0.28,0.9919,6.4,12.0,3.32,1.5,0.5099999904632568,119.0,0.31,7
12.7,0.051,0.36,0.99097,7.5,26.0,3.32,2.6,0.5299999713897705,126.0,0.33,6
9.5,0.047,0.28,0.9977,6.3,49.0,3.23,14.7,0.46000000834465027,198.0,0.34,5
11.7,0.038,0.31,0.99155,6.4,41.0,3.37,2.8,0.6600000262260437,114.0,0.24,7
9.5,0.043,0.27,0.9953,6.6,43.0,3.27,5.6,0.7599999904632568,164.0,0.23,5
12.2,0.038,0.26,0.9893,6.7,58.0,3.0,1.9,0.4699999988079071,138.0,0.34,7
9.0,0.05,0.34,0.9973,7.4,57.0,3.16,12.2,0.3700000047683716,146.0,0.105,6
13.0,0.032,0.36,0.99313,8.4,21.0,2.95,11.1,0.38999998569488525,132.0,0.36,6
9.4,0.05,0.32,0.9936,6.2,17.0,3.18,2.8,0.550000011920929,126.0,0.2,6
9.7,0.036,0.13,0.9996,8.0,49.0,2.96,17.2,0.46000000834465027,219.0,0.25,5
11.4,0.167,0.49,0.9914,6.7,20.0,3.11,1.6,0.5,94.0,0.33,6
10.1,0.043,0.31,0.9937,7.7,47.0,3.42,1.3,0.5,155.0,0.26,6
9.2,0.056,0.5,0.9982,7.2,68.0,3.01,13.3,0.4699999988079071,195.0,0.31,5
10.0,0.063,0.28,0.9964,6.0,31.0,3.69,4.8,0.7099999785423279,201.0,0.27,5
9.9,0.041,0.74,0.9946,6.6,36.0,3.21,4.6,0.44999998807907104,159.0,0.3,5
11.0,0.034,0.36,0.99074,6.3,26.0,3.16,1.2,0.5099999904632568,111.0,0.18,6
11.1,0.037,0.59,0.9918,7.0,40.0,3.34,1.4,0.4099999964237213,120.0,0.26,7
9.3,0.061,0.27,0.99772,7.2,46.0,2.99,11.2,0.5899999737739563,149.0,0.19,6
9.6,0.091,0.34,0.9938,6.4,42.0,3.25,1.5,0.49000000953674316,135.0,0.17,7
10.0,0.039,0.23,0.9944,6.4,37.0,3.19,6.3,0.6499999761581421,143.0,0.34,6
11.2,0.026,0.29,0.99183,6.6,35.0,3.37,1.8,0.47999998927116394,128.0,0.21,6
11.7,0.058,0.22,0.9956,5.8,24.0,3.32,12.7,0.41999998688697815,183.0,0.13,6
8.8,0.039,0.36,0.99946,6.2,37.0,3.23,17.2,0.4300000071525574,130.0,0.23,6
10.4,0.043,0.34,0.9974,9.2,49.0,3.04,10.5,0.4099999964237213,228.0,0.27,6
10.2,0.047,0.32,0.9968,6.4,54.0,3.28,14.9,0.5,162.0,0.24,6
11.5,0.032,0.31,0.99189,8.5,11.0,3.06,2.8,0.4399999976158142,61.0,0.25,6
10.8,0.053,0.36,0.99211,6.4,28.0,3.31,1.3,0.44999998807907104,186.0,0.28,5
10.0,0.045,0.44,0.9986,7.6,68.0,3.48,14.5,0.36000001430511475,212.0,0.445,6
11.5,0.05,0.34,0.9937,7.7,36.0,3.19,6.4,0.699999988079071,163.0,0.26,6
11.2,0.034,0.23,0.99344,8.3,6.0,3.05,6.65,0.47999998927116394,158.0,0.49,5
10.8,0.054,0.18,0.99392,7.7,18.0,3.12,3.3,0.5099999904632568,143.0,0.46,6
10.1,0.042,0.49,0.998,9.2,29.0,3.1,11.8,0.3400000035762787,137.0,0.28,4
11.3,0.051,0.24,0.99036,6.2,31.0,3.24,1.2,0.5699999928474426,95.0,0.21,6
10.5,0.041,0.31,0.9945,5.9,53.0,3.52,5.8,0.46000000834465027,155.0,0.15,6
10.5,0.027,0.26,0.99148,5.9,23.0,3.3,1.4,0.36000001430511475,109.0,0.445,6
8.9,0.057,0.39,0.99851,6.6,51.0,3.26,11.9,0.5099999904632568,221.0,0.39,6
9.8,0.039,0.26,0.9942,7.9,8.0,3.05,2.1,0.7400000095367432,143.0,0.19,5
12.9,0.018,0.31,0.98936,7.3,45.0,3.06,2.3,0.3400000035762787,80.0,0.22,7
10.3,0.058,0.39,0.9955,8.3,16.0,3.28,2.4,0.5899999737739563,107.0,0.27,5
12.5,0.038,0.32,0.99412,6.7,6.0,3.14,14.5,0.3400000035762787,79.0,0.31,5
13.1,0.039,0.38,0.98963,5.8,22.0,3.23,4.9,0.5799999833106995,86.0,0.3,7
9.2,0.114,0.39,0.9934,5.9,24.0,3.09,3.3,0.44999998807907104,140.0,0.32,6
12.2,0.048,0.3,0.98944,5.1,40.0,3.29,2.3,0.46000000834465027,150.0,0.3,6
9.4,0.049,0.27,0.99502,6.7,8.0,3.16,7.1,0.3799999952316284,178.0,0.54,4
11.1,0.032,0.28,0.99104,8.6,25.0,2.99,0.8,0.3799999952316284,78.0,0.18,5
10.7,0.044,0.26,0.99256,7.0,46.0,3.39,1.4,0.47999998927116394,89.0,0.18,7
9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49000000953674316,229.0,0.19,7
10.5,0.039,0.38,0.9943,6.9,20.0,3.1,6.5,0.41999998688697815,110.0,0.18,5
12.5,0.03,0.27,0.99042,6.1,56.0,3.16,4.7,0.41999998688697815,140.0,0.28,8
9.9,0.041,0.48,0.9958,8.2,11.0,3.17,1.4,0.5699999928474426,99.0,0.21,5
11.1,0.03,0.25,0.9912,6.2,35.0,3.3,1.4,0.4399999976158142,105.0,0.25,7
10.2,0.051,0.23,0.994,6.4,50.0,3.15,6.0,0.5199999809265137,162.0,0.28,5
11.7,0.036,0.29,0.99,7.3,26.0,3.09,1.0,0.3700000047683716,101.0,0.18,6
9.4,0.05,0.49,0.9956,8.9,17.0,3.13,1.6,0.3400000035762787,131.0,0.32,5
10.0,0.037,0.32,0.993,7.1,28.0,3.2,2.2,0.5699999928474426,141.0,0.21,7
8.8,0.066,0.2,0.9991,6.3,36.0,3.14,17.9,0.5099999904632568,161.0,0.33,5
9.3,0.042,0.36,0.9982,8.3,33.0,3.23,10.0,0.5099999904632568,169.0,0.3,6
10.4,0.045,0.28,0.9954,7.0,37.0,3.25,8.6,0.5400000214576721,221.0,0.21,6
11.5,0.035,0.27,0.9917,6.1,16.0,3.4,2.1,0.7099999785423279,100.0,0.36,7
12.2,0.018,0.28,0.99122,6.5,41.0,3.24,6.1,0.3199999928474426,103.0,0.33,6
9.4,0.045,0.36,0.99922,7.2,68.0,3.25,15.7,0.7599999904632568,183.0,0.21,5
9.0,0.051,0.29,0.99911,6.0,36.0,3.14,19.3,0.5,174.0,0.28,5
9.4,0.185,0.27,0.9924,6.0,12.0,3.12,0.8,0.6200000047683716,188.0,0.33,5
13.0,0.032,0.28,0.98946,5.8,46.0,3.16,4.3,0.5699999928474426,115.0,0.32,8
9.5,0.049,0.26,0.99907,7.4,67.0,3.06,15.6,0.6800000071525574,210.0,0.33,5
9.5,0.053,0.26,0.9972,5.9,34.0,3.34,12.3,0.44999998807907104,134.0,0.24,6
10.1,0.045,0.3,0.99249,8.6,16.0,2.95,0.9,0.38999998569488525,109.0,0.31,5
10.2,0.044,0.24,0.99348,6.7,28.0,3.12,6.5,0.33000001311302185,100.0,0.2,6
9.5,0.057,0.33,0.9934,6.7,52.0,3.02,2.9,0.47999998927116394,173.0,0.25,7
9.7,0.046,0.35,0.9955,7.2,45.0,3.14,7.2,0.5299999713897705,178.0,0.31,5
12.3,0.037,0.26,0.99727,6.8,45.0,3.04,20.3,0.3799999952316284,150.0,0.3,6
10.3,0.059,0.34,0.99538,6.7,51.0,3.33,6.8,0.5600000023841858,215.0,0.31,5
9.8,0.069,0.26,0.9954,7.0,28.0,3.13,7.4,0.46000000834465027,160.0,0.31,6
9.2,0.04,0.28,0.99815,7.7,31.0,3.27,11.0,0.28999999165534973,117.0,0.34,6
10.6,0.04,0.34,0.99678,6.4,56.0,3.11,16.05,0.3799999952316284,142.0,0.21,5
8.8,0.05,0.42,0.9999,7.0,35.0,3.22,18.05,0.41999998688697815,144.0,0.23,5
9.2,0.044,0.25,0.998,7.0,27.0,2.91,14.3,0.46000000834465027,149.0,0.16,6
12.1,0.038,0.31,0.99186,8.0,3.0,2.9,4.7,0.7200000286102295,127.0,0.37,5
11.1,0.064,0.46,0.9924,6.8,37.0,3.37,1.4,0.44999998807907104,160.0,0.18,5
8.8,0.057,0.27,0.99807,7.3,45.0,2.94,13.9,0.4099999964237213,155.0,0.19,8
10.0,0.04,0.12,0.992,6.8,87.0,3.18,1.3,0.4099999964237213,168.0,0.27,5
11.0,0.044,0.43,0.9938,8.1,28.0,3.22,1.5,0.44999998807907104,129.0,0.22,6
11.05,0.026,0.36,0.9956,8.3,13.0,3.13,8.8,0.3499999940395355,60.0,0.14,5
12.0,0.042,0.36,0.9928,8.0,56.0,3.29,4.6,0.4699999988079071,178.0,0.32,6
11.3,0.029,0.49,0.9928,6.2,31.0,3.41,6.0,0.36000001430511475,128.0,0.22,8
11.9,0.034,0.27,0.99088,7.9,25.0,2.97,1.7,0.5099999904632568,122.0,0.27,6
9.2,0.056,0.5,0.9982,7.2,68.0,3.01,13.3,0.4699999988079071,195.0,0.31,5
12.5,0.032,0.32,0.99134,7.4,29.0,3.1,3.7,0.6700000166893005,193.0,0.26,6
9.6,0.052,0.22,0.99696,6.9,36.0,3.08,10.0,0.46000000834465027,131.0,0.28,5
9.4,0.043,0.27,0.9933,5.8,24.0,3.38,1.8,0.3100000023841858,69.0,0.23,6
11.9,0.041,0.53,0.9908,7.7,42.0,3.11,1.2,0.4399999976158142,167.0,0.18,5
8.8,0.045,0.36,1.001,7.0,45.0,3.0,20.7,0.44999998807907104,170.0,0.27,6
8.9,0.041,0.44,0.99505,6.1,61.0,3.12,6.7,0.4000000059604645,230.0,0.27,5
11.333333,0.051,0.3,0.99339,6.5,25.0,3.24,9.15,0.5600000023841858,166.0,0.29,6
9.9,0.05,0.28,0.9934,7.8,21.0,3.15,1.8,0.4399999976158142,127.0,0.27,5
9.5,0.041,0.26,0.9941,6.5,40.0,3.34,1.4,0.7200000286102295,141.0,0.18,6
9.5,0.037,0.46,0.9971,6.3,61.0,3.25,11.75,0.5299999713897705,212.0,0.27,6
9.5,0.075,0.24,0.99466,6.0,49.0,3.21,5.3,0.4300000071525574,201.0,0.2,5
10.4,0.034,0.52,0.99223,6.5,41.0,3.25,1.7,0.5899999737739563,193.0,0.29,6
9.5,0.048,0.35,0.9959,6.8,76.0,3.24,7.8,0.4300000071525574,197.0,0.27,6
9.5,0.053,0.37,0.9992,6.9,59.0,3.37,15.0,0.8199999928474426,178.0,0.22,7
11.9,0.025,0.37,0.99306,8.3,38.0,2.93,7.9,0.3700000047683716,107.0,0.16,6
14.05,0.041,0.01,0.9909,5.8,31.0,3.26,8.4,0.7200000286102295,104.0,0.61,7
9.6,0.047,0.24,0.9951,7.8,21.0,2.94,7.7,0.3100000023841858,98.0,0.15,6
13.6,0.02,0.09,0.98722,4.7,5.0,3.3,1.0,0.3400000035762787,9.0,0.67,5
9.5,0.049,0.3,0.9958,6.6,57.0,3.24,7.8,0.38999998569488525,202.0,0.28,5
9.5,0.047,0.3,0.9966,7.3,42.0,3.33,8.2,0.46000000834465027,207.0,0.22,6
8.9,0.05,0.36,0.9986,7.3,35.0,3.04,13.1,0.46000000834465027,200.0,0.25,7
10.2,0.052,0.33,0.9976,8.1,52.5,3.03,11.1,0.49000000953674316,158.0,0.26,7
11.2,0.027,0.45,0.992,5.2,21.0,3.55,3.8,0.49000000953674316,128.0,0.24,8
9.2,0.176,0.69,0.99288,6.7,36.0,2.96,1.2,0.4300000071525574,106.0,0.27,6
9.5,0.048,0.42,0.9974,6.9,10.0,3.32,8.5,0.46000000834465027,147.0,0.44,6
10.1,0.034,0.26,0.995,5.9,33.0,3.49,7.4,0.41999998688697815,123.0,0.19,6
8.8,0.048,0.48,1.001,7.5,55.0,2.95,19.45,0.4000000059604645,243.0,0.33,5
12.6,0.034,0.28,0.98862,6.0,47.0,3.22,1.1,0.3799999952316284,90.0,0.22,6
11.6,0.054,0.36,0.992,8.0,30.0,3.09,2.0,0.7200000286102295,121.0,0.26,7
13.1,0.04,0.38,0.98968,6.0,41.0,3.24,4.8,0.5600000023841858,101.0,0.31,6
9.3,0.039,0.4,0.9953,6.3,43.0,3.15,6.5,0.4399999976158142,167.0,0.29,6
9.9,0.044,0.32,0.9921,6.8,19.0,3.1,1.5,0.4300000071525574,142.0,0.27,6
11.2,0.037,0.4,0.9921,8.1,19.0,3.12,2.0,0.5400000214576721,87.0,0.2,6
10.8,0.046,0.59,0.99373,8.7,10.0,3.06,1.7,0.5600000023841858,70.0,0.3,4
8.8,0.058,0.32,0.9972,6.8,24.0,3.4,8.8,0.4000000059604645,110.0,0.15,6
11.2,0.039,0.29,0.99114,6.2,24.0,3.27,1.6,0.5,92.0,0.21,6
11.1,0.047,0.35,0.9934,7.6,43.0,3.36,1.6,0.6899999976158142,154.0,0.17,6
11.0,0.047,0.28,0.99278,6.4,29.0,3.15,5.9,0.4000000059604645,101.0,0.21,6
10.3,0.033,0.24,0.99334,7.2,23.0,2.92,5.6,0.6600000262260437,120.0,0.32,7
9.5,0.046,0.33,0.9983,6.7,31.0,3.36,12.3,0.4000000059604645,145.0,0.24,5
11.2,0.048,0.21,0.99138,5.7,30.0,3.29,1.9,0.550000011920929,112.0,0.41,6
10.8,0.03,0.07,0.9905,6.4,10.0,2.97,1.1,0.2800000011920929,131.0,0.45,5
12.0,0.038,0.31,0.9912,7.4,34.0,3.25,1.6,0.38999998569488525,116.0,0.2,7
9.1,0.05,0.31,0.99884,7.5,26.0,3.05,13.1,0.5299999713897705,180.0,0.24,6
12.5,0.033,0.28,0.99176,7.0,39.0,3.17,5.7,0.6399999856948853,204.0,0.33,6
9.2,0.112,0.38,0.99792,6.9,14.0,3.02,13.1,0.47999998927116394,94.0,0.38,5
12.9,0.025,0.29,0.99071,6.8,29.0,3.03,6.2,0.3199999928474426,95.0,0.3,7
10.9,0.028,0.29,0.99311,6.5,16.0,3.15,7.4,0.5600000023841858,87.0,0.22,7
9.9,0.038,0.22,0.9934,6.4,38.0,3.41,1.5,0.550000011920929,157.0,0.24,6
11.4,0.033,0.28,0.993,7.1,16.0,2.91,3.6,0.7799999713897705,78.0,0.19,6
10.7,0.049,0.16,0.9917,5.0,10.0,3.48,1.5,0.4399999976158142,97.0,0.33,6
9.5,0.057,0.27,0.9934,6.6,33.0,3.22,1.4,0.5600000023841858,152.0,0.24,6
10.8,0.036,0.28,0.99299,5.7,46.0,3.36,6.9,0.4399999976158142,150.0,0.265,7
13.55,0.037,0.33,0.98758,5.5,24.0,3.15,1.7,0.38999998569488525,118.0,0.62,6
11.1,0.037,0.34,0.9923,7.5,33.0,3.1,2.6,0.49000000953674316,125.0,0.19,7
10.4,0.05,0.3,0.99581,7.3,35.0,3.21,9.3,0.5,154.0,0.26,6
11.2,0.036,0.27,0.99406,8.0,15.0,2.99,9.7,0.36000001430511475,85.0,0.25,6
10.8,0.04,0.56,0.9938,7.8,8.0,3.25,1.0,0.4300000071525574,84.0,0.445,5
8.9,0.044,0.34,0.99976,7.8,66.0,3.22,13.7,0.75,184.0,0.25,5
9.4,0.042,0.17,0.99577,6.4,61.0,3.22,8.3,0.46000000834465027,195.0,0.28,5
9.9,0.053,0.34,0.9983,6.5,55.0,3.52,12.0,0.4399999976158142,177.0,0.22,6
9.6,0.039,0.32,0.9948,6.8,10.0,3.3,1.6,0.6700000166893005,124.0,0.36,5
11.4,0.046,0.51,0.993,8.3,11.0,3.02,2.0,0.550000011920929,207.0,0.41,5
10.6,0.037,0.36,0.99592,8.1,36.0,3.19,7.4,0.5400000214576721,156.0,0.33,6
10.0,0.047,0.36,0.9948,8.0,17.0,3.2,1.5,0.5400000214576721,129.0,0.24,6
14.0,0.036,0.18,0.98746,4.7,33.0,3.21,1.9,0.8299999833106995,106.0,0.455,7
9.0,0.058,0.25,0.9961,6.3,44.0,3.24,7.8,0.4099999964237213,166.0,0.26,5
11.4,0.028,0.28,0.99182,6.6,39.0,3.34,1.8,0.46000000834465027,132.0,0.24,5
12.1,0.038,0.34,0.99248,6.3,44.0,3.26,8.1,0.28999999165534973,129.0,0.28,6
11.9,0.018,0.3,0.99004,7.1,15.0,3.02,3.1,0.5199999809265137,37.0,0.12,7
10.7,0.038,0.32,0.99449,6.4,38.0,3.19,8.75,0.4099999964237213,118.0,0.16,5
12.2,0.049,0.31,0.99067,5.8,25.0,3.44,2.7,0.7300000190734863,153.0,0.32,7
11.3,0.06,0.28,0.9935,7.2,41.0,3.08,7.2,0.5899999737739563,132.0,0.22,6
9.7,0.044,0.07,0.9945,5.3,34.0,3.34,7.1,0.5699999928474426,145.0,0.585,6
9.1,0.051,0.31,0.99834,6.7,20.0,3.06,16.4,0.5400000214576721,146.0,0.34,5
11.3,0.034,0.36,0.99058,6.8,32.0,3.02,1.3,0.5799999833106995,98.0,0.16,6
9.4,0.049,0.31,0.9942,8.3,48.0,3.12,1.5,0.5799999833106995,153.0,0.17,6
9.0,0.051,0.28,0.99792,7.0,29.0,2.96,14.7,0.38999998569488525,149.0,0.15,7
10.8,0.02,0.29,0.99338,7.4,31.0,3.13,6.8,0.28999999165534973,113.0,0.25,6
12.9,0.048,0.29,0.98956,6.3,33.0,3.22,2.1,0.46000000834465027,142.0,0.3,7
11.8,0.041,0.32,0.99033,6.4,23.0,3.25,0.95,0.3499999940395355,131.0,0.24,5
9.5,0.049,0.1,0.9936,6.8,29.0,3.21,1.4,0.4099999964237213,118.0,0.34,5
9.1,0.047,0.4,0.99945,7.1,47.0,3.34,14.55,0.7799999713897705,156.0,0.17,6
11.9,0.038,0.4,0.992,7.3,32.0,3.03,6.85,0.30000001192092896,138.0,0.33,7
11.5,0.057,0.49,0.9928,8.2,14.0,3.19,3.5,0.3499999940395355,108.0,0.2,6
11.1,0.028,0.28,0.99072,6.1,22.0,3.16,2.5,0.3700000047683716,98.0,0.17,7
9.7,0.065,0.0,0.994,5.5,8.0,3.63,1.5,0.4000000059604645,103.0,0.485,4
10.6,0.02,0.25,0.994,5.7,7.0,3.39,10.4,0.3700000047683716,57.0,0.26,5
10.3,0.036,0.3,0.99242,8.1,7.0,2.99,1.3,0.7300000190734863,49.0,0.2,5
8.8,0.056,0.23,0.9967,6.9,56.0,3.17,8.6,0.4399999976158142,215.0,0.29,5
10.0,0.052,0.33,0.99316,6.6,40.0,3.15,2.5,0.6000000238418579,219.5,0.32,5
10.1,0.041,0.34,0.995,6.1,38.0,3.14,9.5,0.4399999976158142,201.0,0.2,3
10.6,0.038,0.35,0.9912,6.2,22.0,3.1,1.2,0.47999998927116394,167.0,0.24,6
11.8,0.031,0.4,0.98966,6.1,25.0,3.03,1.85,0.30000001192092896,111.0,0.22,7
9.0,0.044,0.22,0.99855,5.7,39.0,3.24,16.65,0.47999998927116394,110.0,0.22,6
9.9,0.04,0.41,0.9954,6.7,49.0,3.12,9.4,0.6100000143051147,166.0,0.24,6
12.3,0.03,0.49,0.9938,7.6,45.0,3.13,9.6,0.3799999952316284,197.0,0.29,7
12.8,0.025,0.29,0.99162,7.0,35.0,3.15,7.6,0.6499999761581421,124.0,0.32,7
9.3,0.047,0.46,0.99594,6.6,59.0,3.2,6.9,0.44999998807907104,183.0,0.26,5
9.5,0.036,0.36,0.9934,6.9,40.0,3.27,1.3,0.949999988079071,117.0,0.18,7
12.6,0.022,0.4,0.9915,6.9,5.0,3.31,4.6,0.3700000047683716,19.0,0.39,3
12.3,0.042,0.26,0.99067,6.5,33.0,3.06,5.2,0.5,112.0,0.38,7
9.8,0.042,0.49,0.9948,9.3,34.0,3.11,1.3,0.46000000834465027,147.0,0.31,5
8.8,0.044,0.29,0.99782,6.3,59.0,3.14,12.2,0.4000000059604645,196.0,0.27,6
9.4,0.184,0.14,0.99396,6.6,35.0,2.93,4.4,0.44999998807907104,168.0,0.2,6
12.5,0.027,0.22,0.9893,5.1,18.0,3.51,1.6,0.3799999952316284,89.0,0.33,7
12.9,0.042,0.32,0.99172,6.3,18.0,3.28,8.8,0.33000001311302185,106.0,0.43,7
9.8,0.05,0.27,0.99592,5.7,58.0,3.1,10.8,0.5,116.0,0.25,6
10.1,0.04,0.25,0.9934,6.1,10.0,3.54,3.3,0.5899999737739563,69.0,0.125,6
12.3,0.035,0.43,0.9916,8.2,31.0,3.1,1.6,0.5,128.0,0.27,6
11.0,0.043,0.47,0.99176,7.0,18.0,3.19,1.3,0.44999998807907104,131.0,0.24,6
8.7,0.05,0.27,0.9984,7.4,25.0,2.9,15.5,0.4300000071525574,135.0,0.16,7
9.4,0.06,0.2,0.9944,7.5,15.0,3.06,1.4,0.4000000059604645,168.0,0.42,6
11.4,0.037,0.4,0.9917,6.3,35.0,3.46,1.5,0.5,107.0,0.2,6
9.0,0.035,0.32,0.99666,6.7,18.0,2.88,12.5,0.36000001430511475,156.0,0.16,6
9.4,0.038,0.25,0.995,6.3,52.0,3.28,5.8,0.3799999952316284,155.0,0.27,6
11.4,0.04,0.31,0.9953,6.7,10.0,3.46,9.9,0.550000011920929,175.0,0.31,4
12.0,0.034,0.38,0.99026,8.1,36.0,2.8,0.9,0.550000011920929,86.0,0.12,6
11.2,0.055,0.49,0.9917,7.4,18.0,3.23,1.2,0.4699999988079071,150.0,0.16,6
10.4,0.053,0.24,0.9924,6.0,66.0,3.21,1.3,0.6200000047683716,150.0,0.26,6
9.9,0.059,0.33,0.9944,7.6,19.0,3.22,2.0,0.5600000023841858,175.0,0.27,5
11.6,0.053,0.38,0.99306,8.2,41.0,3.22,3.5,0.4099999964237213,174.0,0.2,5
11.8,0.028,0.42,0.9908,6.3,45.0,3.27,2.8,0.4300000071525574,107.0,0.17,6
11.9,0.024,0.39,0.99116,8.0,26.0,3.15,1.6,0.49000000953674316,93.0,0.36,6
9.4,0.05,0.52,0.99628,6.6,29.0,3.07,10.1,0.4000000059604645,140.0,0.36,5
12.4,0.036,0.37,0.98964,6.7,45.0,3.19,1.3,0.5099999904632568,125.0,0.16,7
11.2,0.055,0.49,0.9917,7.4,18.0,3.23,1.2,0.4699999988079071,150.0,0.16,6
9.9,0.056,0.4,0.9954,7.5,50.0,3.06,7.1,0.5199999809265137,110.0,0.19,6
9.2,0.156,0.56,0.99354,6.4,49.0,3.1,1.7,0.3700000047683716,106.0,0.28,6
11.8,0.042,0.33,0.99012,7.3,14.0,3.1,1.1,0.3700000047683716,64.0,0.145,7
11.0,0.048,0.34,0.99455,6.7,32.0,3.25,8.9,0.5400000214576721,111.0,0.28,7
9.9,0.034,0.49,0.9945,6.7,35.0,3.13,4.7,0.44999998807907104,156.0,0.29,6
9.6,0.056,0.35,0.9998,7.7,31.0,3.27,15.3,0.5,117.0,0.28,5
11.0,0.053,0.33,0.992,7.8,36.0,3.2,2.4,0.550000011920929,175.0,0.27,6
9.3,0.212,0.3,0.9958,6.3,60.0,3.1,8.1,0.4000000059604645,150.0,0.29,5
10.0,0.045,0.23,0.99261,6.0,10.0,2.94,5.0,0.6299999952316284,122.0,0.22,6
11.8,0.029,0.39,0.9923,8.1,18.0,3.23,1.9,0.5199999809265137,79.0,0.28,6
